age,gender,country,self_employed,family_history,treatment,work_interfere,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
28,male,United Kingdom,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
28,male,United Kingdom,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
28,male,United Kingdom,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
28,male,United Kingdom,Yes,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
28,male,United Kingdom,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
28,male,United Kingdom,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,Yes
28,male,United Kingdom,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,Yes
28,male,United Kingdom,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,Yes
28,male,United Kingdom,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,Yes
29,male,United Kingdom,No,No,No,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Maybe,Yes,No
29,male,United Kingdom,No,No,No,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Maybe,Yes,No
29,male,United Kingdom,No,No,No,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Maybe,Yes,No
29,male,United Kingdom,No,No,No,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Maybe,Yes,No
29,male,United Kingdom,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,Yes,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,female,United Kingdom,Yes,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
29,male,United Kingdom,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,Yes
29,male,United Kingdom,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,Yes
29,male,United Kingdom,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,Yes
29,other,United Kingdom,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,Yes
30,male,United States,No,No,No,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Maybe,Yes,No
30,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,female,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,male,United States,Yes,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,male,United States,Yes,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,male,United States,Yes,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,male,United States,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,female,United States,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
30,female,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
30,female,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
30,other,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
30,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
31,male,United States,No,No,No,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
31,male,United States,No,No,Yes,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
31,female,United States,No,Yes,Yes,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
31,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
31,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,Yes
31,female,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,Yes
31,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
31,other,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
32,male,United States,No,Yes,Yes,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
32,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,female,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
32,female,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,Yes
32,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
32,male,United States,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,Yes
33,male,United States,Yes,Yes,Yes,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
33,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,female,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,female,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,female,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,female,United States,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
33,male,United States,Yes,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
33,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
33,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
33,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
33,female,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
33,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
34,male,United States,No,No,No,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
34,other,United States,No,Yes,Yes,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
34,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
34,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
34,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
34,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
34,male,United States,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
34,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,Yes
34,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,Yes
34,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
34,male,United States,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,Yes
35,male,United States,No,No,No,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
35,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
35,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
35,male,United States,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
35,male,United States,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
35,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,Yes
35,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
35,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,Yes
36,male,United States,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
36,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
36,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
36,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
36,male,United States,Yes,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
36,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,Yes
37,male,United States,No,Yes,Yes,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,No,Yes,No
37,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
37,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,No
37,female,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,Yes
37,female,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,Yes
38,female,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,Yes
38,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,No,Don't know,Yes
38,male,United States,Yes,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,Yes
39,male,United States,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
39,female,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,Yes
40,female,United States,No,Yes,Yes,Never,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Yes,Yes,No
40,other,United States,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
41,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,Yes
41,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,Yes
41,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,Yes
41,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Yes,Don't know,Yes
41,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Yes,Don't know,Yes
42,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
42,female,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,Yes
43,male,United States,Yes,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
43,male,United States,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,Don't know,Yes
45,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,Yes
45,male,United States,Yes,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Yes,Don't know,Yes
45,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Yes,Don't know,Yes
46,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
48,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
54,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Yes,Don't know,Yes
55,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Yes,Don't know,Yes
55,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Yes,Don't know,Yes
56,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,Yes
57,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,Yes
57,male,United States,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Yes,Don't know,Yes
58,male,United States,No,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Yes,Don't know,Yes
60,male,United States,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Yes,Don't know,No
18,male,Australia,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
18,female,Australia,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
19,male,Australia,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
21,male,Brazil,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
21,male,Brazil,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
21,other,Brazil,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
22,male,Canada,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
22,male,Canada,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
22,male,Canada,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
22,female,Canada,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
23,male,Canada,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
23,female,Canada,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
23,male,Canada,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
23,male,Canada,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
23,male,Canada,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
23,female,Canada,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
23,male,Canada,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
23,female,Canada,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
23,male,Canada,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
24,male,Germany,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
24,male,Germany,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,Maybe,Yes,No
24,male,Colombia,Yes,No,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
24,female,France,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
24,female,China,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
25,female,Germany,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
25,male,India,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
25,male,Ireland,No,No,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,Maybe,Yes,No
25,other,Ireland,No,Yes,No,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,No,No,Some of them,Yes,No,Maybe,Yes,No
25,male,India,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
25,female,Germany,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
26,male,Italy,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
26,female,Netherlands,No,Yes,Yes,Often,No,No,Don't know,Not sure,No,No,Yes,Very difficult,Yes,No,Some of them,Yes,No,Maybe,Yes,No
26,female,Netherlands,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
26,male,Poland,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
27,male,Slovenia,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
27,male,South Africa,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
27,male,Switzerland,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
27,male,Switzerland,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
27,male,United Kingdom,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
27,male,United Kingdom,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
27,female,United Kingdom,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
27,male,United Kingdom,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
27,female,Singapore,Yes,Yes,No,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
27,male,United Kingdom,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
27,male,Sweden,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Maybe,Maybe,Don't know,No
